ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-167800,MapQuest,222,3,12/8/2016 21:02,12/8/2016 21:32,38.41555,-90.388817,,,0.01,Queueing traffic and left hand shoulder blocked due to accident on I-55 Southbound at Exit 190 Richardson Rd.,,I-55 N,R,Arnold,Jefferson,MO,63010,US,US/Central,KCPS,12/8/2016 20:53,26.1,17.6,55,30.61,10,WNW,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-167801,MapQuest,201,3,12/8/2016 21:32,12/8/2016 22:01,38.639843,-90.449455,,,0.01,Right hand shoulder blocked due to accident on I-270 Southbound after Exits 12A-B 12B-A I-64.,,I-270 N,R,Saint Louis,St. Louis County,MO,63141,US,US/Central,KSTL,12/8/2016 21:51,23,13.9,63,30.63,10,WNW,8.1,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-167809,MapQuest,201,3,12/9/2016 7:01,12/9/2016 7:45,38.655529,-90.195068,,,0.01,Accident on I-70 Eastbound after 11th St.,,Branch St,R,Saint Louis,St. Louis City,MO,63147,US,US/Central,KSTL,12/9/2016 6:51,17.1,7.6,71,30.69,10,West,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-167821,MapQuest,222,3,12/9/2016 9:18,12/9/2016 10:32,38.596626,-90.216034,,,0.01,Queueing traffic and left lane blocked due to accident on I-55 Northbound at Arsenal St.,,I-55 N,R,Saint Louis,St. Louis City,MO,63118,US,US/Central,KCPS,12/9/2016 8:53,21.9,13.4,66,30.67,10,West,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-167841,MapQuest,201,3,12/9/2016 12:40,12/9/2016 13:23,38.639843,-90.449455,,,0.01,Accident on I-270 Northbound before I-64.,,I-270 N,R,Saint Louis,St. Louis County,MO,63141,US,US/Central,KSTL,12/9/2016 12:51,28,19.3,51,30.65,10,West,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-167851,MapQuest,201,3,12/9/2016 17:39,12/9/2016 18:09,38.742928,-90.38681,,,0.01,Accident on I-70 Eastbound at Exits 235A 235B US-67 Lindbergh Blvd.,,I-70 E,R,Saint Ann,St. Louis County,MO,63074,US,US/Central,KSTL,12/9/2016 17:51,26.1,,55,30.62,10,Calm,,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-167870,MapQuest,241,2,12/9/2016 20:27,12/9/2016 20:57,38.630001,-90.36232,,,0.01,Right lane blocked due to accident on McKnight Rd at I-64.,,S McKnight Rd,R,Saint Louis,St. Louis County,MO,63124,US,US/Central,KSTL,12/9/2016 20:51,24.1,19.7,62,30.63,10,West,3.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-167874,MapQuest,201,3,12/9/2016 21:24,12/9/2016 21:53,38.672077,-90.44928,,,0.01,Accident on I-270 Northbound after Exit 14 MO-340 Olive Blvd.,,Olive Blvd,R,Saint Louis,St. Louis County,MO,63141,US,US/Central,KSTL,12/9/2016 21:51,25,,60,30.63,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-167875,MapQuest,222,3,12/9/2016 21:25,12/9/2016 21:54,38.771275,-90.279976,,,0.01,Queueing traffic and center lane blocked due to accident on I-270 Eastbound after Exit 29 Florissant Ave.,,I-270 W,R,Florissant,St. Louis County,MO,63033,US,US/Central,KSTL,12/9/2016 21:51,25,,60,30.63,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-167881,MapQuest,241,3,12/10/2016 16:13,12/10/2016 16:43,38.574596,-90.233078,,,0.01,1 right lane blocked due to accident on I-55 Southbound at Exit 204 MO-231 Broadway.,,I-55 S,R,Saint Louis,St. Louis City,MO,63111,US,US/Central,KCPS,12/10/2016 15:53,33.1,25.5,56,30.41,10,SSE,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-167913,MapQuest,222,3,12/12/2016 8:05,12/12/2016 8:49,38.635674,-90.415443,,,0.01,Queueing traffic due to accident on I-64 Westbound before Spoede Rd.,,US-61 N,R,Saint Louis,St. Louis County,MO,63131,US,US/Central,KSTL,12/12/2016 7:51,30.9,19.4,69,30.16,10,NW,17.3,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-167933,MapQuest,201,1,12/12/2016 9:30,12/12/2016 10:30,38.648666,-90.191383,,,0.01,Accident on 10th St Northbound at Monroe St.,2300,N 10th St,R,Saint Louis,St. Louis City,MO,63102,US,US/Central,KCPS,12/12/2016 9:53,34,25.5,64,30.19,10,NW,11.5,0.01,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-167934,MapQuest,201,3,12/12/2016 9:50,12/12/2016 10:33,38.639843,-90.449455,,,0.01,Left lane closed due to accident on I-270 Northbound at Exits 12A-B 12B-A I-64.,,I-270 N,R,Saint Louis,St. Louis County,MO,63141,US,US/Central,KSTL,12/12/2016 9:51,30,21.7,56,30.2,10,WNW,9.2,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-167947,MapQuest,201,3,12/12/2016 12:52,12/12/2016 13:35,38.683071,-90.2257,,,0.01,2 Right lane blocked due to accident on I-70 Eastbound before Bircher Blvd.,,I-70 E,R,Saint Louis,St. Louis City,MO,63147,US,US/Central,KSTL,12/12/2016 12:51,35.1,30.1,44,30.19,10,WNW,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-167966,MapQuest,201,3,12/12/2016 18:23,12/12/2016 18:52,38.503555,-90.338707,,,0.01,Accident on I-270 Southbound before I-55.,,I-255 W,R,Saint Louis,St. Louis County,MO,63128,US,US/Central,KCPS,12/12/2016 17:53,34,31,54,30.13,10,East,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-167983,MapQuest,241,3,12/13/2016 8:30,12/13/2016 9:14,38.503555,-90.338707,,,0.01,Lane blocked due to accident on I-270 Northbound at I-55.,,I-255 W,R,Saint Louis,St. Louis County,MO,63128,US,US/Central,KCPS,12/13/2016 8:53,36,33.3,82,30.16,7,North,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-167998,MapQuest,201,3,12/13/2016 9:54,12/13/2016 10:24,38.525158,-90.398514,,,0.01,Left lane blocked due to accident on I-270 Northbound after Exit 3 MO-30 Gravois Rd.,,Gravois Rd,R,Saint Louis,St. Louis County,MO,63127,US,US/Central,KCPS,12/13/2016 9:53,37,32.4,79,30.18,6,North,5.8,,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168057,MapQuest,201,3,12/14/2016 5:41,12/14/2016 6:21,38.659058,-90.566872,,,0.01,Right lane closed due to accident on I-64 Westbound at Chesterfield Parkway.,,US-61 N,R,Chesterfield,St. Louis County,MO,63017,US,US/Central,KSUS,12/14/2016 5:54,14,,88,30.33,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-168065,MapQuest,201,3,12/14/2016 7:28,12/14/2016 8:12,38.702869,-90.269028,,,0.01,Right hand shoulder blocked due to accident on I-70 Eastbound at Exits 242 243A / Jennings Station Rd.,,Jennings Station Rd,R,Saint Louis,St. Louis County,MO,63120,US,US/Central,KSTL,12/14/2016 7:51,19.9,,60,30.36,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168067,MapQuest,201,3,12/14/2016 8:05,12/14/2016 8:34,38.548611,-90.42717,,,0.01,Right hand shoulder blocked due to accident on I-270 Northbound after I-44 Exits 276 277A.,,I-44 W,R,Saint Louis,St. Louis County,MO,63122,US,US/Central,KSTL,12/14/2016 7:51,19.9,,60,30.36,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168070,MapQuest,201,3,12/14/2016 8:21,12/14/2016 9:05,38.629826,-90.335022,,,0.01,Left lane closed due to accident on I-64 Westbound at Hanley Rd.,,US-40 W,R,Saint Louis,St. Louis County,MO,63117,US,US/Central,KSTL,12/14/2016 8:51,21,,60,30.38,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-168083,MapQuest,201,2,12/14/2016 9:42,12/14/2016 10:26,38.707382,-90.502029,,,0.01,2 left lane closed due to accident on MO-364 Eastbound after Exit 17 MO-141 Maryland Heights Expy.,,Maryland Heights Expy,R,Saint Louis,St. Louis County,MO,63146,US,US/Central,KSTL,12/14/2016 9:51,24.1,,51,30.37,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168084,MapQuest,201,3,12/14/2016 9:40,12/14/2016 10:24,38.755657,-90.458588,,,0.01,Right hand shoulder blocked due to accident on I-70 Eastbound before MO-141 Earth City Expy.,,I-70 W,R,Earth City,St. Louis County,MO,63045,US,US/Central,KSTL,12/14/2016 9:51,24.1,,51,30.37,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168092,MapQuest,201,3,12/14/2016 11:46,12/14/2016 12:46,38.674175,-90.362061,,,0.01,Right hand shoulder blocked due to accident on I-170 Southbound before Exit 3 MO-340 Olive Blvd.,,I-170 N,R,Saint Louis,St. Louis County,MO,63132,US,US/Central,KSTL,12/14/2016 11:51,28.9,21.1,43,30.35,10,NW,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-168096,MapQuest,201,3,12/14/2016 12:17,12/14/2016 12:46,38.532887,-90.311752,,,0.01,Left lane blocked due to accident on I-55 Southbound at Exit 199 Reavis Barracks Rd.,,I-55 S,R,Saint Louis,St. Louis County,MO,63123,US,US/Central,KCPS,12/14/2016 11:53,28.9,21.9,41,30.32,10,NNW,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168098,MapQuest,201,3,12/14/2016 12:36,12/14/2016 13:05,38.532887,-90.311752,,,0.01,Left lane closed due to accident on I-55 Southbound after Reavis Barracks Rd.,,I-55 S,R,Saint Louis,St. Louis County,MO,63123,US,US/Central,KCPS,12/14/2016 12:53,30,21.1,41,30.31,10,NNW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168099,MapQuest,201,3,12/14/2016 12:33,12/14/2016 13:02,38.769955,-90.220856,,,0.01,Right hand shoulder blocked due to accident on I-270 Westbound at Bellefontaine Rd.,,I-270 W,R,Saint Louis,St. Louis County,MO,63137,US,US/Central,KSTL,12/14/2016 12:51,28.9,21.9,43,30.33,10,West,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168128,MapQuest,201,2,12/14/2016 17:52,12/14/2016 18:22,38.632816,-90.304657,,,0.01,Accident on Clayton Ave Westbound at Oakland Ave.,6904,Clayton Ave,L,Saint Louis,St. Louis City,MO,63117,US,US/Central,KSTL,12/14/2016 17:51,28.9,19.2,45,30.35,10,WNW,11.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-168138,MapQuest,201,3,12/14/2016 23:13,12/14/2016 23:43,38.750015,-90.439163,,,0.01,Accident on I-270 Southbound at Exits 20B-20A 20C I-70.,,I-270 N,R,Bridgeton,St. Louis County,MO,63044,US,US/Central,KSTL,12/14/2016 22:51,21.9,11,44,30.47,10,NW,10.4,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-168148,MapQuest,201,3,12/15/2016 8:32,12/15/2016 9:02,38.643169,-90.189079,,,0.01,Right lane closed due to accident on I-70 Eastbound after Exits 249 249A 249B I-44.,,I-70 E,R,Saint Louis,St. Louis City,MO,63106,US,US/Central,KCPS,12/15/2016 8:53,17.1,5.8,52,30.59,10,North,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168162,MapQuest,201,3,12/15/2016 9:50,12/15/2016 10:19,38.632294,-90.242706,,,0.01,Left hand shoulder blocked due to accident on I-64 Eastbound at Exits 36B 36C Papin St.,,US-40 E,R,Saint Louis,St. Louis City,MO,63110,US,US/Central,KCPS,12/15/2016 9:53,18,9.8,50,30.61,10,North,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168256,MapQuest,201,3,12/16/2016 12:56,12/16/2016 13:39,38.714451,-90.447556,,,0.01,4 left lane blocked due to accident on I-270 Northbound after Dorsett Rd.,,I-270 S,R,Maryland Heights,St. Louis County,MO,63043,US,US/Central,KSTL,12/16/2016 12:51,27,15.2,63,29.98,10,SSE,15,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168265,MapQuest,222,3,12/16/2016 16:11,12/16/2016 16:41,38.629337,-90.325378,,,0.01,Queueing traffic due to accident on I-64 Eastbound at Exit 31B Hanley Rd.,,US-40 E,R,Saint Louis,St. Louis County,MO,63117,US,US/Central,KSTL,12/16/2016 16:13,28,17,78,29.78,2.5,SE,13.8,0,Light Freezing Drizzle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168280,MapQuest,201,2,12/16/2016 17:50,12/16/2016 18:20,38.426125,-90.598373,,,0.01,Accident on MO-W Southbound in Cedar Hill.,3987,Highway W,R,Eureka,Saint Louis,MO,63025-3213,US,US/Central,KSUS,12/16/2016 17:54,28.9,22.8,96,29.75,7,ESE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-168287,MapQuest,201,2,12/16/2016 18:39,12/16/2016 19:09,38.662502,-90.502586,,,0.01,Accident on MO-141 Northbound at Ladue Rd.,,State Highway 141,R,Saint Louis,St. Louis County,MO,63141,US,US/Central,KSTL,12/16/2016 18:37,30,19.1,85,29.7,4,SSE,15,0,Light Freezing Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-168305,MapQuest,229,3,12/16/2016 22:50,12/16/2016 23:20,38.76976,-90.407349,,,0.01,Slow traffic and right lane closed due to accident on I-270 Northbound at Exits 22B 22B-A MO-370.,,I-270 S,R,Bridgeton,St. Louis County,MO,63044,US,US/Central,KSTL,12/16/2016 22:51,34,25.5,85,29.64,7,South,11.5,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-168311,MapQuest,245,3,12/17/2016 18:36,12/17/2016 19:06,38.528099,-90.534836,,,0.01,Two lanes blocked due to accident on I-44 Eastbound at Exit 269 Bussen Rd.,,I-44 E,R,High Ridge,St. Louis County,MO,63049,US,US/Central,KSUS,12/17/2016 18:54,21.9,8.2,82,29.98,10,NW,16.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-168313,MapQuest,201,3,12/17/2016 19:56,12/17/2016 20:26,38.698421,-90.450806,,,0.01,Right hand shoulder blocked due to accident on I-270 Westbound at Exits 16 16A 16B MO-364.,,MO-364 W,R,Saint Louis,St. Louis County,MO,63146,US,US/Central,KSTL,12/17/2016 19:51,21.9,7.3,75,29.98,6,NNW,18.4,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-168314,MapQuest,201,3,12/17/2016 19:58,12/17/2016 20:28,38.770515,-90.260521,,,0.01,Right hand shoulder blocked due to accident on I-270 Westbound near Exit 30A Pershall Rd.,2601,Pershall Rd,L,Saint Louis,St. Louis County,MO,63136,US,US/Central,KSTL,12/17/2016 19:51,21.9,7.3,75,29.98,6,NNW,18.4,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-168318,MapQuest,201,2,12/18/2016 9:51,12/18/2016 10:36,38.79459,-90.219749,,,0.01,Accident on Parker Rd Eastbound at Spanish Garden Dr.,1744,Parker Rd,L,Saint Louis,Saint Louis,MO,63138-1909,US,US/Central,KSTL,12/18/2016 9:51,8.1,-5.3,61,30.66,10,NW,9.2,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168331,MapQuest,201,2,12/18/2016 14:28,12/18/2016 14:58,38.623859,-90.313019,,,0.01,Accident on Bellevue Ave at Arlington Dr.,1698,Bellevue Ave,L,Saint Louis,Saint Louis,MO,63117-2319,US,US/Central,KSTL,12/18/2016 14:51,14,0.5,59,30.69,10,NW,11.5,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168335,MapQuest,201,3,12/19/2016 5:22,12/19/2016 6:05,38.768761,-90.494293,,,0.01,2 right hand lane closed due to accident on I-70 Eastbound before 5th St.,,S 5th St,R,Saint Charles,St. Charles,MO,63301,US,US/Central,KSTL,12/19/2016 5:51,3.9,,73,30.84,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-168346,MapQuest,201,3,12/19/2016 7:38,12/19/2016 8:07,38.547081,-90.290398,,,0.01,Left lane closed due to accident on I-55 Southbound at Bayless Ave.,,I-55 S,R,Saint Louis,St. Louis County,MO,63123,US,US/Central,KCPS,12/19/2016 7:53,3.9,,76,30.84,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-168350,MapQuest,201,3,12/19/2016 7:53,12/19/2016 8:37,38.655407,-90.448257,,,0.01,Right Hand lane closed due to accident on I-270 Southbound at Ladue Rd.,,Ladue Rd,R,Saint Louis,St. Louis County,MO,63141,US,US/Central,KSTL,12/19/2016 7:51,6.1,-2.8,73,30.86,9,SSW,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168366,MapQuest,201,3,12/19/2016 8:41,12/19/2016 9:26,38.618607,-90.26004,,,0.01,Right hand shoulder blocked due to accident on I-44 Westbound after Vandeventer Ave.,,I-44 W,R,Saint Louis,St. Louis City,MO,63110,US,US/Central,KCPS,12/19/2016 8:53,7,-1.7,73,30.85,10,SSE,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-168432,MapQuest,201,3,12/19/2016 13:48,12/19/2016 14:17,38.511326,-90.33596,,,0.01,Accident on I-55 Northbound at Exit 197-196 US-50 Lindbergh Blvd.,,I-55 S,R,Saint Louis,St. Louis County,MO,63128,US,US/Central,KCPS,12/19/2016 13:53,21.9,14.5,46,30.75,10,South,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-168500,MapQuest,201,3,12/20/2016 8:05,12/20/2016 8:33,38.655407,-90.448257,,,0.01,Right lane closed due to accident on I-270 Southbound at Ladue Rd.,,Ladue Rd,R,Saint Louis,St. Louis County,MO,63141,US,US/Central,KSTL,12/20/2016 7:51,18,11.1,57,30.47,10,SE,4.6,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168503,MapQuest,201,3,12/20/2016 8:06,12/20/2016 8:50,38.618752,-90.288139,,,0.01,Right lane closed due to accident on I-44 Eastbound after Hampton Ave.,,I-44 W,R,Saint Louis,St. Louis City,MO,63139,US,US/Central,KCPS,12/20/2016 7:53,15.1,6.4,68,30.48,10,SSE,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168528,MapQuest,201,3,12/20/2016 9:43,12/20/2016 10:40,38.611691,-90.451683,,,0.01,Accident on I-270 Southbound before Forty Dr.,,I-270 S,R,Saint Louis,St. Louis County,MO,63131,US,US/Central,KSTL,12/20/2016 9:51,34,26,27,30.45,10,SSW,10.4,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168530,MapQuest,201,3,12/20/2016 9:58,12/20/2016 10:43,38.611691,-90.451683,,,0.01,Accident on I-270 Southbound before Manchester Rd.,,I-270 S,R,Saint Louis,St. Louis County,MO,63131,US,US/Central,KSTL,12/20/2016 9:51,34,26,27,30.45,10,SSW,10.4,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168620,MapQuest,201,3,12/21/2016 6:06,12/21/2016 6:50,38.442059,-90.379898,,,0.01,Accident on I-55 Northbound before MO-141. Detour in operation.,,I-55 N,R,Arnold,Jefferson,MO,63010,US,US/Central,KCPS,12/21/2016 5:53,19.9,,81,30.22,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-168624,MapQuest,201,2,12/21/2016 8:15,12/21/2016 8:59,38.615517,-90.512184,,,0.01,Right lane closed due to accident on MO-141 Northbound after Milldale Dr.,,State Highway 141,R,Ballwin,St. Louis County,MO,63011,US,US/Central,KSUS,12/21/2016 7:54,19,,92,30.22,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-168627,MapQuest,241,2,12/21/2016 8:47,12/21/2016 9:32,38.64793,-90.321266,,,0.01,Lane blocked due to accident on Forsyth Blvd Eastbound at Asbury Ave.,101,Asbury Ave,R,Saint Louis,St. Louis County,MO,63130,US,US/Central,KSTL,12/21/2016 8:51,34,29.8,52,30.2,10,SSE,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-168635,MapQuest,201,3,12/21/2016 9:11,12/21/2016 9:53,38.508358,-90.556633,,,0.01,Left lane closed due to accident on I-44 Eastbound before Antire Rd.,,I-44 E,R,High Ridge,St. Louis County,MO,63049,US,US/Central,KSUS,12/21/2016 8:54,27,,81,30.2,8,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-168640,MapQuest,201,3,12/21/2016 10:03,12/21/2016 10:47,38.506435,-90.623291,,,0.01,Left lane closed due to accident on I-44 Eastbound after MO-109 Highway.,,Highway W,R,Eureka,St. Louis County,MO,63025,US,US/Central,KSUS,12/21/2016 9:54,32,,69,30.17,8,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
